"ID","Type","Name","Documentation"
"C411","Capability","Operate Metering Systems",""
"C412","Capability","Balance Grid Loads",""
"C413","Capability","Schedule Field Resources",""
"C414","Capability","Monitor Grid Conditions",""
"C501","Capability","Collect Connection Fees",""
"C502","Capability","Define Pricing Policies",""
"C503","Capability","Manage Billing Systems",""
"C504","Capability","Process Financial Transactions",""
"C505","Capability","Manage Customer Onboarding",""
"C506","Capability","Administer Customer Accounts",""
"C507","Capability","Calculate Customer Charges",""
"C508","Capability","Manage Customer Communications",""
"C509","Capability","Verify Customer Identities",""
"C510","Capability","Manage Customer Data",""
"C511","Capability","Manage Data Privacy Policies",""
"V0_1","ValueStream","Develop Grid Capacity",""
"V0_2","ValueStream","Onboard Generation Asset",""
"V0_3","ValueStream","Provide Grid Access",""
"V1_1_1","ValueStream","Plan Grid Expansion",""
"V1_1_2","ValueStream","Source Components",""
"V1_1_3","ValueStream","Build New Infrastructure",""
"V1_1_4","ValueStream","Integrate into Operations",""
"V1_2_1","ValueStream","Establish Connection Agreement",""
"V1_2_2","ValueStream","Assess System Impact",""
"V1_2_3","ValueStream","Construct Interconnection",""
"V1_2_4","ValueStream","Commission Connection",""
"V1_2_5","ValueStream","Finalize Financials",""
"V1_3_1","ValueStream","Manage Customer Relationship",""
"V1_3_2","ValueStream","Establish Physical Connection",""
"V1_3_3","ValueStream","Deliver and Monitor Energy",""
"V2_1_1_1","ValueStream","Forecast System Needs",""
"V2_1_1_2","ValueStream","Plan Network Enhancements",""
"V2_1_1_3","ValueStream","Secure Project Approvals",""
"V2_1_2_1","ValueStream","Procure Grid Components",""
"V2_1_3_1","ValueStream","Design Grid Solutions",""
"V2_1_3_2","ValueStream","Construct Grid Assets",""
"V2_1_3_3","ValueStream","Commission New Assets",""
"V2_1_4_1","ValueStream","Update System Models",""
"V2_2_1_1","ValueStream","Receive Interconnection Requests",""
"V2_2_1_2","ValueStream","Establish Commercial Agreements",""
"V2_2_1_3","ValueStream","Provide Ongoing Support",""
"V2_2_2_1","ValueStream","Assess Connection Feasibility",""
"V2_2_3_1","ValueStream","Engineer Interconnection Solutions",""
"V2_2_3_2","ValueStream","Construct Interconnection Points",""
"V2_2_4_1","ValueStream","Commission Generation Asset",""
"V2_2_5_1","ValueStream","Process Interconnection Payments",""
"V2_3_1_1","ValueStream","Process Service Applications",""
"V2_3_1_2","ValueStream","Activate Customer Accounts",""
"V2_3_1_3","ValueStream","Generate Customer Bills",""
"V2_3_1_4","ValueStream","Process Customer Payments",""
"V2_3_1_5","ValueStream","Resolve Customer Inquiries",""
"V2_3_2_1","ValueStream","Install Metering Equipment",""
"V2_3_3_1","ValueStream","Schedule Site Work",""
"V2_3_3_2","ValueStream","Monitor Energy Consumption",""
"V2_3_3_3","ValueStream","Manage Service Outages",""
"B0","BusinessObject","Energy Grid Management",""
"B1","BusinessObject","Grid Connection",""
"B2","BusinessObject","Energy System Plan",""
"B3","BusinessObject","Grid Asset",""
"B4","BusinessObject","Network Operation",""
"B5","BusinessObject","Energy Service",""
"B101","BusinessObject","Supplier Agreement",""
"B102","BusinessObject","Supplier Contract",""
"B103","BusinessObject","Supplier Performance Record",""
"B104","BusinessObject","Interconnection Application",""
"B105","BusinessObject","Commercial Agreement",""
"B106","BusinessObject","Generator Inquiry",""
"B107","BusinessObject","Stakeholder Communication",""
"B201","BusinessObject","Energy Demand Forecast",""
"B202","BusinessObject","Network Development Plan",""
"B203","BusinessObject","Regulatory Submission",""
"B204","BusinessObject","Market Trend Analysis",""
"B205","BusinessObject","Stakeholder Relationship",""
"B206","BusinessObject","Market Intelligence Report",""
"B207","BusinessObject","Technology Assessment",""
"B208","BusinessObject","Communication Plan",""
"B209","BusinessObject","Grid Impact Study",""
"B210","BusinessObject","Regulatory Tariff",""
"B301","BusinessObject","Infrastructure Design",""
"B302","BusinessObject","Physical Grid Asset",""
"B303","BusinessObject","Commissioned Asset",""
"B304","BusinessObject","Asset Policy",""
"B305","BusinessObject","Technical Standard",""
"B306","BusinessObject","Construction Project",""
"B307","BusinessObject","Asset Lifecycle Plan",""
"B308","BusinessObject","Project Budget",""
"B309","BusinessObject","Interconnection Design",""
"B310","BusinessObject","Interconnection Asset",""
"B311","BusinessObject","Meter",""
"B312","BusinessObject","Equipment Inventory",""
"B401","BusinessObject","Network Model",""
"B402","BusinessObject","Safety Protocol",""
"B403","BusinessObject","Geospatial Data Set",""
"B404","BusinessObject","Safety Audit Report",""
"B405","BusinessObject","Compliance Certificate",""
"B406","BusinessObject","Work Order",""
"B407","BusinessObject","Meter Reading",""
"B408","BusinessObject","Service Outage",""
"B409","BusinessObject","Grid Load",""
"B410","BusinessObject","Field Resource Schedule",""
"B411","BusinessObject","Grid Condition",""
"B501","BusinessObject","Connection Fee",""
"B502","BusinessObject","Pricing Policy",""
"B503","BusinessObject","Customer Bill",""
"B504","BusinessObject","Financial Transaction",""
"B505","BusinessObject","Customer Account",""
"B506","BusinessObject","Customer Charge",""
"B507","BusinessObject","Customer Communication",""
"B508","BusinessObject","Customer Identity",""
"B509","BusinessObject","Customer Data Record",""
"B510","BusinessObject","Data Privacy Policy",""
